college_id,university_id,name,dean,established_year
584,3018,Lucasside College,Shawn Pearson,1947
585,3049,East Justin College,Stacy Smith,1935
586,3613,Gonzalesfurt College,David Yang,1922
587,4295,South Roberto College,Andre Hartman,1941
588,677,Byrdshire College,Elizabeth Hicks,1904
589,4983,Griffinmouth College,Micheal Miranda,1932
590,1606,South Amandaburgh College,Kimberly Arnold,1902
591,1680,North Dana College,Tiffany Johnson,1958
592,577,Brianbury College,Teresa Williams,2012
593,3537,Samanthamouth College,Leslie Barrera,1928
594,3429,East Vincentmouth College,Lindsey Hayes,1905
595,1009,Chenland College,Emily Patterson,1910
596,2159,Lake Joseph College,Jessica Butler,2024
597,1099,Port Vanessatown College,Jonathan Ingram,1930
598,670,Gomezborough College,Patricia Bryant,1989
599,2226,Thomasville College,Susan Erickson,1918
600,2519,Christineburgh College,Pamela Rubio,1931
601,3118,South Traceyfort College,John Bowman,2002
602,2546,Nicolemouth College,Samuel Jones,1936
603,4974,New Corey College,Sylvia Gutierrez,1905
604,185,Garrisonstad College,Claudia Ward,2009
605,4919,Gardnerville College,Michael Sandoval,1903
606,2241,Keithshire College,Jason Lopez,1991
607,2554,New Audreymouth College,Kaitlyn Hancock,2023
608,3586,Davidmouth College,Austin Moore,2003
609,3081,Haleberg College,Karen Prince,1981
610,2208,Clayborough College,Duane Green,2024
611,2403,Port Edward College,Robert Aguirre,1940
612,1410,Pughport College,Angie Burton,1924
613,637,South Dawn College,Sandra Mills,2011
614,3787,Steventon College,Jacob Bryan,1981
615,2328,North Lukeland College,Kelsey Guzman,1901
616,1682,Gonzalezberg College,Larry Berry,1964
617,3968,New Christopherburgh College,Jose Jenkins,1974
618,4386,Port Mariaberg College,Mary Ferguson,2019
619,4161,Port Kennethchester College,Carlos King,1918
620,3346,Hernandezborough College,Larry Diaz,1989
621,3765,New Ann College,Patrick Owens,1978
622,3609,New Williamview College,Michael Li,1967
623,1677,Emilyberg College,Joshua Chavez,1923
624,116,Cristianville College,Melissa Becker,2000
625,2060,Pattonland College,Ethan Tran,2013
626,4415,Lake Tony College,Patrick Taylor,1912
627,163,Spearsfort College,Susan Thompson,1945
628,4279,North Gregory College,Robert Rogers,1905
629,4434,Alejandramouth College,Kenneth Sanders,1944
630,4800,Lake Jennifermouth College,David Morrison,2019
631,4231,Bennetthaven College,Kristi Vasquez,1909
632,1598,North Lauraborough College,Jeffery Reyes,1976
633,433,North Barbara College,Julie Ramirez,1948
634,4763,Trantown College,Bruce Robinson,2006
635,2227,East Stephanie College,Christina Bennett,1968
636,1157,Greenberg College,Daniel White,1961
637,751,Georgemouth College,Mary Bennett,1996
638,700,Lynnville College,Kimberly Walls,2021
639,4724,Beckshire College,Susan Green,1923
640,26,East Rebeccamouth College,Cassie Avila,1966
641,1196,Mirandachester College,Cheryl Dyer,2012
642,1853,Alyssahaven College,Rhonda Brewer,1966
643,4718,Port Emilymouth College,Audrey Lindsey,2013
644,1533,North Jennifermouth College,Don Preston,1958
645,1672,Dunlapland College,Heather Brown,2025
646,1441,New Monicastad College,Steve Marshall,1951
647,1560,North James College,Tara Sharp,1967
648,2138,Allisonhaven College,Lisa Alvarez,2025
649,3273,Rodriguezbury College,Christine Sims,1985
650,1411,Colemanside College,Harold Williams,1948
651,503,New Christopherhaven College,Nicole Perez,1993
652,3996,Melendezhaven College,Shelly Thompson,1922
653,3293,Caseyton College,Donald Kennedy,1981
654,4825,Pamelaland College,Jesse Lyons,2024
655,4332,South Robert College,Edgar Owens,1997
656,4513,West Christopher College,Matthew Jimenez,1952
657,1650,Lydiaview College,Joshua Valencia,2001
658,4391,Matthewhaven College,Dwayne Hicks,1989
659,253,North Heather College,Ashley Shepherd,1995
660,3187,New Dana College,Matthew Nichols,1929
661,984,South Katrina College,Larry Nichols,1928
662,2018,Franklinview College,Kim Hinton,2010
663,2165,New Isaacfort College,Russell Morrow,1904
664,1601,Jordanbury College,James Miller,1928
665,1256,East Edward College,Mallory Jefferson,1912
666,306,Snyderchester College,Daniel Reed,1985
667,1900,East Christopherstad College,Kevin Prince,1934
668,2567,Boydchester College,Paul Howe,1937
669,3071,South Craig College,Diana Wilkinson,1906
670,791,Larrystad College,Mariah Vargas,2007
671,2536,Matthewberg College,Rose Green,1904
672,2529,Newtonside College,Paul Cox,1976
673,4428,West Jeff College,Michael Smith,1902
674,4161,New Ashleybury College,Amanda Davis,1978
675,2240,New David College,Robert Brown,1930
676,3374,New Jonathanton College,Scott Newman,1982
677,4389,Port Lisa College,Kayla Lopez,1983
678,4894,Tinaborough College,James Duncan,1998
679,2750,Farleymouth College,Terri Hernandez,1943
680,253,Port David College,Brian Russell,1907
681,900,North Sheenamouth College,Lindsey Stone,1919
682,4574,West Tyler College,Aaron Jones,1906
683,3668,Jasminbury College,Evan Potter,1901
684,2008,Dianeview College,Anthony Johnson,1938
685,484,Alexanderborough College,Brian Barber,1989
686,889,East Aprilberg College,Robin Fernandez,1983
687,3117,South Justinshire College,Victor Cowan,1907
688,3220,South Seanburgh College,Jamie Stone,1902
689,2273,South Tiffanybury College,Matthew Riley,1901
690,4758,Lisaport College,Danielle Flores,1954
691,4019,Jessicachester College,Lee Terry,1911
692,2721,Williamsfort College,Philip Baxter,1905
693,4346,Evansbury College,David Thompson,1944
694,4376,East Traciburgh College,Jamie Ramirez,1920
695,3763,New Bianca College,Elizabeth Ward,2002
696,4040,New Lauraside College,Andrew Compton,1992
697,4445,Greenchester College,Danielle Anderson,1909
698,4311,South Michael College,Robert Bradley,1944
699,484,New Erikton College,David Smith,1957
700,1865,North Javier College,Cody Lee,1930
701,3815,Crystalshire College,Carrie Combs,1970
702,3883,New Joseph College,Regina Oneill,2010
703,1836,Port Danielle College,Benjamin Cook,1992
704,223,East Sarahfort College,Joanne Becker,1965
705,3513,Thomasstad College,Tracy Logan,1972
706,1987,South Deborah College,Carol Burch,1925
707,525,Patrickland College,Jose Mayo,2025
708,4507,Ronaldtown College,Gina Jones,2007
709,1608,Vanessabury College,Laura Gregory,2019
710,3468,East Kevin College,Adrian Robinson,1910
711,2182,East Jamesside College,Amy Gilmore,1942
712,1339,East Sheilaview College,Seth Li,1985
713,3058,Destinyton College,Samuel Sanchez,1971
714,4522,South Earl College,Jonathan Massey,2025
715,1963,Tinaview College,Molly Miller,1972
716,4882,Gutierrezville College,Marcus Walker,2014
717,3068,Port Rodneyport College,Blake Wilkinson,2023
718,4550,Port Georgeton College,Krystal Wilson,1964
719,3343,West Haley College,Joshua Gonzalez,1967
720,3286,Monicaborough College,Meredith Stephens,1923
721,1198,Bergerton College,Alicia Howell,1907
722,3769,Butlershire College,Mark Love,1915
723,4063,New Jessica College,Jorge Stanley,2020
724,1318,East Richard College,Deborah Abbott,1962
725,2989,North Suzanne College,Margaret Thomas,2008
726,1986,Michellefort College,Justin Mcintyre,1979
727,3619,Anthonyville College,Angela Howard,2015
728,3247,Riddleville College,James Stewart,1944
729,780,Nolanton College,Christian Montoya,1928
730,1924,Johnsonchester College,Laura Ellis,2017
731,3026,Walterhaven College,Kristy Martin,2021
732,2263,West Christine College,Andrew Boyd,1970
733,595,Meganfort College,David Henderson,1968
734,3643,Leeborough College,Gabriel Mcknight,1913
735,1809,East Kelly College,Kelly Becker,1930
736,4534,North Daniel College,Lauren Burgess,2001
737,3396,South Michaelhaven College,Beth Wu,1938
738,1877,North Allison College,Daniel Nguyen,1921
739,1243,Stephaniestad College,Ryan Greer,1992
740,45,South Jonathanberg College,Adrienne Bell,1995
741,733,New Jennifer College,Tina Sanchez,1984
742,2347,Parkerbury College,Timothy Perry,1908
743,3270,Jamesborough College,Victor Gonzalez,1945
744,3716,North Shannonchester College,Jerry Gonzalez,1980
745,2942,Paulmouth College,Autumn Cross,1908
746,2838,New Randy College,Timothy Lowery,1977
747,4551,West Julie College,Eric Fowler,1920
748,2064,Whitemouth College,Kevin Gomez,1994
749,4765,Pittsfort College,Tyler Nguyen,1941
750,3389,Oliverport College,Diana Thompson,2023
751,1328,Lake Jeffrey College,Christopher Conner,2007
752,987,Gonzalesshire College,Brittany Turner,1939
753,1285,Loganside College,Brandy Riley,1980
754,713,North Wendy College,William Mullins,1935
755,3769,Jamesfurt College,Douglas Brown,1965
756,4464,Carolhaven College,John Holmes,1994
757,514,East Donaldport College,Christopher Vasquez,1959
758,1238,Heatherborough College,Robert Rowe,2003
759,1023,New Shelby College,Courtney Bailey,1918
760,1122,West Casey College,Kristine Munoz,2001
761,4152,West Tiffanyhaven College,Diana Anderson,1933
762,4115,Port Martinchester College,Christian Ross,1909
763,4431,North Fred College,Mason Terry,2023
764,3361,Josephshire College,Danny Ramirez,1947
765,1857,Griffinmouth College,William Cruz,1998
766,4913,Pattersonbury College,Nicholas Sampson,1925
767,3904,Rodriguezmouth College,Marc Gregory,2020
768,1028,Davidfort College,Johnathan Owens,1957
769,2455,South Karenville College,Pamela Evans,1951
770,2009,New Haydenstad College,Kelly Vargas,1916
771,52,Lake Keith College,Christina Owen,2014
772,4825,Youngborough College,Tiffany Holloway,1965
773,4026,Weaverfort College,Kellie Kramer,1967
774,3897,Kristaport College,Joshua King,2002
775,3712,South Robinfort College,Timothy Williams,1961
776,1880,East Christophermouth College,Hunter Stone,1949
777,3125,Johnsonstad College,Gina Gillespie,2008
778,2777,Liuland College,Jason Wright,1908
779,1644,Lake Shawn College,Samuel Harvey,1947
780,785,Port Joshuamouth College,Rachael Avila,1973
781,1926,Lake Maria College,Melissa Cooper,1957
782,3430,West Jennifer College,Cole Mahoney,1963
783,1464,North Stefaniefurt College,Megan Lozano,1983
784,936,Ryanport College,Kevin Pena,1954
785,833,Youngmouth College,Chad Macdonald,1980
786,1700,South Daleland College,Joann Brown,2000
787,26,Anthonyland College,Rebecca Ferguson,1975
788,3217,North Nicolestad College,Jay Massey,1943
789,2330,Emilyhaven College,Miranda Mullins,2023
790,2546,Clarkfort College,Mason Johnson,1984
791,3277,Vaughnport College,Jessica Bernard,1937
792,782,Port Ashley College,Shirley Nguyen,1983
793,2150,Davidport College,Chase Hood,1906
794,3279,Port Michael College,Leon Santiago,1969
795,3188,Johntown College,Ashley Thompson,2011
796,4176,North Vincentborough College,Tyler Little,1997
797,1664,East Wanda College,Amanda Brown,1969
798,1390,Lake Christina College,Katelyn Davenport,1923
799,3230,Craigville College,Ryan Erickson,1979
800,428,Perezhaven College,Stacie Johnson,1982
801,978,Brittanyshire College,Raymond Wilson,2024
802,3441,North Samantha College,Penny Huerta,2003
803,4931,Reedtown College,William Tyler,1905
804,3674,Abigailport College,Shawn Miranda,2007
805,283,North Jenniferview College,Timothy Hughes,1962
806,1060,Sierraview College,Fernando King,1917
807,2993,Port Brandon College,Andrew Carpenter,1923
808,1805,Pachecohaven College,Donald Phillips,1960
809,2915,South Johnchester College,Jason Richardson,1907
810,3340,Lake Cynthia College,Don Humphrey,1903
811,4488,Taylorhaven College,Theresa Lucas,1970
812,3369,Jamesview College,Ricky Rivera,1922
813,3260,Carrolltown College,Doris Collins,2022
814,186,Susanstad College,Kathy Herrera,1915
815,4953,Lake Jill College,Christine Graves,1946
816,3075,Port Josemouth College,Emily Taylor,1982
817,924,Wrightside College,Renee Wilson,1943
818,4099,Dillonshire College,Richard Stout,1944
819,4930,Lake Holly College,Shannon Anderson,1905
820,2334,New Kimberly College,Michael Adams,1908
821,2861,North Bradley College,Rickey Ochoa,1956
822,4337,South Mark College,Wyatt Guerra,1994
823,2151,Justinburgh College,Yolanda Villarreal,1903
824,3351,Shawnshire College,Angela Martin,1911
825,2235,North Allison College,Diane Young,2015
826,3130,Williamville College,Beth Myers,2002
827,1705,Port Nicole College,John Jordan,1965
828,2659,North William College,Kimberly Gray,2016
829,4266,Port Francisco College,Oscar King,1959
830,3084,Millerside College,Jennifer Rogers,1991
831,1883,North Jean College,Craig Freeman,1903
832,3175,Thompsonstad College,Wendy Miller,1952
833,3524,East Joshua College,Richard Morrison,2002
834,4187,New Molly College,Michael Miller,2025
835,790,Burnsberg College,David Bailey,2024
836,1586,Marshallfurt College,Kristen Harrington,1978
837,3512,Brittneychester College,Cynthia Brennan,1911
838,4345,North Jamie College,Kevin Davis,1985
839,2628,Wendyfort College,Paula Alexander,1934
840,2980,West Tiffanytown College,Jonathan Lopez,2015
841,2790,Jasonside College,Andrew Brown,2006
842,342,Hufffort College,David Coleman,1998
843,3392,Ruizfurt College,Megan Lopez,1905
844,3508,Port Susanchester College,Gregory Morrow,1976
845,2966,Jenkinsburgh College,Rachael Lewis,1937
846,3824,South Rebeccaside College,David Stephenson,2000
847,3175,West Peter College,Jane Harris,2013
848,4057,Sarahfurt College,Stephanie Savage,1948
849,1100,Whitemouth College,Juan Price,1967
850,1710,Nicholsport College,John Mcmillan,1944
851,3879,Davenporthaven College,Kayla Marsh,2006
852,4404,New Paula College,Richard Williams,1902
853,4721,East Tiffanymouth College,James Miller,1947
854,4185,Eddieland College,James Bryant,1929
855,850,West Angelafort College,Michael Harris,1914
856,2052,Gregorybury College,Victoria Dawson,1985
857,2262,South Nataliemouth College,Cheryl Anderson,1998
858,343,Scottville College,Julie Reyes,1974
859,2396,Edwardchester College,Angelica Reed,1997
860,3020,Ronaldfurt College,Christopher Davenport,1983
861,434,Georgeburgh College,Raven Carr,2017
862,3293,Carolstad College,Samuel Hill,1999
863,3803,Port Keith College,Brad Jackson,1940
864,1649,Jenniferside College,Jeremy Johnson,1938
865,4479,Rhondaville College,Lauren Gilbert,1996
866,3177,North Tonya College,William Diaz,2004
867,3847,Port Brandi College,Robin Williams,1939
868,4653,Suzannechester College,Tabitha Lucero,2007
869,4677,Valerieshire College,Kimberly Jennings,1979
870,2897,North Migueltown College,Lisa Byrd,1909
871,2477,North Heather College,Jasmine Garza,1915
872,487,Raymondbury College,Lisa Alvarado,1907
873,3010,Kimberlyfort College,Emma Guerrero,2020
874,1783,Lake Thomasborough College,Wendy Pierce,2019
875,2905,Bakerchester College,Jason Hernandez,1962
876,1873,Port Kennethhaven College,Edwin Vaughn,1982
877,1712,Brittanyview College,Seth Johnson,1989
878,2629,Lake Jasonville College,Erin Zimmerman,2012
879,2605,East Jimfort College,Christian Benson,2020
880,1920,Port Oliviatown College,Alfred Brown,1958
881,3319,North Sergioburgh College,Sarah Boone,1945
882,534,Hickstown College,Bobby Singh,1987
883,224,Josephfurt College,Amy Rollins,1918
884,1071,East Cameronmouth College,Christopher Dean,1907
885,3340,Edwardport College,Amy Rogers,1957
886,1443,Thompsontown College,Eric Brooks,1956
887,2975,West Sandraburgh College,Kristie Munoz,1969
888,2106,North Heatherbury College,Victoria Willis,2009
889,3518,Lake Holly College,Amber Thompson,1940
890,615,South Melissa College,Jeffery Kline,1978
891,1717,New James College,James Ochoa,2014
892,1027,Jennifertown College,Andrew Horn,1929
893,854,North Paul College,Wendy Mcclure,1941
894,2997,Port Janet College,Melissa Mullen,1992
895,1188,New Melissashire College,Gabriel Nguyen,2003
896,4443,East Scott College,Cristina Burton,1997
897,1681,Lopeztown College,Justin Bailey,1953
898,629,Irwinfort College,Kathy Hines,1903
899,710,Sandramouth College,Charles Jackson,2021
900,3061,Lake Garyfort College,Janet Sanchez,2019
901,653,Raymondtown College,Jason Wilkins,1913
902,1089,Hillview College,Ernest Nichols,1979
903,3092,New Mark College,Juan Melendez,1915
