university_id,name,established_year,ranking,country,State,City
449,New Andrew University,1940,1409,Australia,South Dakota,Lake Cynthia
450,East Daniel University,1928,1133,India,North Dakota,Port Jamesview
451,South Kathleenshire University,2013,1906,UK,Rhode Island,Joshuaberg
452,Lake Tammyville University,1975,1841,Canada,Washington,Curryland
453,West Maria University,1855,1052,France,Colorado,West Jessicafort
454,Port Aprilborough University,1895,1122,Brazil,Louisiana,Lake Ashley
455,New Daisyshire University,1927,1261,Japan,Kansas,South Johnview
456,Ginaland University,1936,205,UK,Nebraska,Lake Sharon
457,Jonathanside University,1859,1754,Canada,Massachusetts,Nathanielville
458,Estradaland University,1977,1752,India,Illinois,West Rebeccamouth
459,Lake Barbara University,1931,1420,Australia,Colorado,Ruizmouth
460,North Jeromehaven University,1929,1821,UK,Illinois,East Brittany
461,Bakerport University,1895,390,Japan,Tennessee,Torreschester
462,Port Michelleside University,1872,1378,Brazil,Maine,New Robert
463,Stephensland University,1887,317,USA,West Virginia,Ortegaborough
464,Gibbsland University,1869,1550,China,Georgia,South Marilyn
465,Ronaldchester University,1942,1324,India,South Carolina,North Claudiastad
466,South Tanya University,1873,1307,France,Iowa,Port Carloston
467,New Clayton University,1989,887,Japan,Maryland,Alvaradoberg
468,Lake John University,1985,427,India,Colorado,Lake Joshua
469,South Karenmouth University,1905,124,Australia,Alaska,Sherristad
470,Rodriguezstad University,2010,1427,Germany,Utah,South Kristinborough
471,Hartside University,1945,1606,France,Maine,West Karenside
472,Kevinmouth University,1868,813,China,Delaware,Kyliemouth
473,Lake Sabrina University,1944,956,UK,North Carolina,South Katherinemouth
474,Robersonton University,1988,107,USA,Kentucky,South Brenda
475,Port Deannabury University,2008,1866,Japan,Oregon,Hensonberg
476,Taylorville University,1926,5,Australia,South Carolina,Wesleyport
477,West Kennethberg University,2016,1115,Japan,North Carolina,South Karenfurt
478,Port Jenniferhaven University,1900,596,USA,Mississippi,Stephenstad
479,Melissahaven University,1971,47,Japan,Rhode Island,Lake Courtneyport
480,Port Helenport University,1909,815,China,North Carolina,Paulview
481,Annaton University,1995,460,France,West Virginia,South Kayla
482,North Shannonberg University,1861,1183,Japan,Missouri,Lake Julian
483,East Tyler University,1924,1331,China,New Jersey,Salasberg
484,New Kathy University,1891,1503,USA,New Hampshire,East Cherylfurt
485,East Ryanfurt University,1979,1471,Japan,Connecticut,Rebeccaside
486,East Jason University,2002,1388,Canada,North Dakota,West Toddmouth
487,Sellersmouth University,1932,978,China,Texas,Lake Crystalmouth
488,Port Ashley University,1914,388,India,Vermont,South Davidburgh
489,Jamiestad University,1955,1834,Australia,Alabama,Lake Lawrence
490,Port Zacharyside University,2019,453,USA,Virginia,South Alexaborough
491,Port Tylerport University,1860,229,Brazil,Delaware,North Tracy
492,East Laura University,1853,1503,Canada,Arizona,East Tommymouth
493,Port Wendyton University,1983,994,Australia,North Dakota,East Dawnbury
494,Port Kendra University,1900,1123,Japan,Montana,Vincentbury
495,Shannonport University,1922,956,France,New Mexico,North Julie
496,Barnesfort University,1868,1721,Japan,South Dakota,New Angelaton
497,New Craigton University,1907,1935,USA,Delaware,Wongport
498,Georgestad University,1875,299,India,North Carolina,East Jared
499,West Reginaberg University,1866,380,France,Texas,South Brandon
500,Perezland University,1906,256,China,Washington,Lake Ruthtown
501,North Stephanie University,1859,358,China,Connecticut,South Amanda
502,Ashleyberg University,1903,1672,China,California,Emilyhaven
503,Kellerland University,1906,303,Australia,North Dakota,Timothyfort
504,Youngfurt University,2020,1548,USA,Connecticut,Alexandrafort
505,Nicholasside University,1986,813,USA,North Carolina,West Elizabeth
506,Derekville University,1947,1599,Germany,Virginia,North Morganland
507,Jamesbury University,1869,770,USA,Rhode Island,Montgomerychester
508,West Cathybury University,2012,1435,Canada,Illinois,Latoyahaven
509,Lake Toddfurt University,1970,1961,Germany,Wisconsin,Susanton
510,Castrofurt University,1868,1867,Brazil,Texas,Tracyport
511,South Alexanderville University,2011,10,UK,Nevada,Atkinston
512,Andreabury University,1892,44,India,New Mexico,West Jamesview
513,Cervantesstad University,1887,1898,France,Oklahoma,Stevenhaven
514,Hernandeztown University,1958,1640,Canada,Indiana,Deborahfurt
515,Reynoldsfort University,2012,943,UK,Arizona,North Jeanetteville
516,Emilychester University,1954,229,France,Missouri,Lake Desireeborough
517,Port Marcus University,1882,642,India,Ohio,Schaeferport
518,West Patricia University,1907,1830,Japan,Oklahoma,South Thomasfurt
519,Hendersonland University,1982,1873,Australia,Connecticut,South Racheltown
520,Ramosborough University,1989,860,Canada,Indiana,Richardhaven
521,Port Amberfort University,1962,1703,France,Washington,New Mariafurt
522,West Linda University,2002,1217,UK,Massachusetts,West Anthony
523,South Amy University,1885,1734,UK,Wyoming,West Christianbury
524,Lake Yolandastad University,1971,164,Japan,California,Kevinchester
525,Lake Nicholechester University,1997,1216,Australia,Illinois,East Aprilburgh
526,South Michael University,2019,1451,Brazil,Utah,Jeffreyville
527,North Ericaton University,1883,1451,Japan,New Jersey,Millermouth
528,Port Douglasbury University,1942,1010,UK,Georgia,Lake Brianna
529,Lake Sandra University,1929,884,Australia,Vermont,South Michael
530,Joelview University,2012,287,UK,Missouri,Ericfort
531,Christianborough University,1858,335,China,Missouri,Port Kristinmouth
532,North Larry University,1880,480,Australia,Washington,Port Jesse
533,Port Laura University,2006,1854,Canada,Louisiana,South Andrewport
534,Clarkborough University,1884,1920,Germany,Texas,Butlerchester
535,Hernandeztown University,1867,77,Canada,California,North Wesleyton
536,Johnsonstad University,2024,338,India,Illinois,Destinyborough
537,East Sara University,1898,472,Canada,South Dakota,Princeberg
538,North Jerry University,1861,1713,France,Nevada,North Amanda
539,Mirandaburgh University,1998,1714,Germany,Missouri,North Jodi
540,North Douglasfort University,1853,1857,Canada,Ohio,Williamsside
541,Younghaven University,1971,346,USA,Georgia,North Andrewville
542,Booneside University,1888,1565,China,Alabama,Benjaminbury
543,East Emilymouth University,1961,465,Japan,North Carolina,New Lisa
544,Woodton University,1991,680,India,Delaware,Craneside
545,North Scott University,1914,194,UK,Oregon,Lake Sharonborough
546,Maureenfort University,1981,451,India,Arkansas,West Timothy
547,Payneview University,1946,1732,Australia,Arkansas,Courtneyside
548,Perrychester University,2011,302,France,Mississippi,Port Joshuaside
549,Davidmouth University,1905,1221,China,Arizona,Port Stephen
550,North Amber University,1890,142,Japan,New York,West Michellefurt
551,Jasontown University,1871,159,Australia,Oklahoma,Davidfort
552,Tylermouth University,1931,10,India,Alaska,Erinview
553,Carterhaven University,1858,1679,Japan,Virginia,Watkinsburgh
554,Courtneystad University,1930,474,India,Colorado,Louismouth
555,Molinastad University,1859,1916,France,Oregon,Petersonbury
556,Mariaburgh University,2007,1621,Germany,Alabama,Port Eric
557,West Micheal University,1901,1273,Australia,Oregon,New Williamland
558,Albertview University,1859,1292,Australia,Illinois,East Michaelton
559,Lake Michelleshire University,1914,1348,France,Florida,Churchhaven
560,New Jasonview University,1916,896,India,Oregon,Cannonchester
561,Gordonbury University,2018,526,India,North Carolina,North Joshua
562,Port Joanne University,1910,1990,France,Indiana,Arnoldland
563,West Kim University,1982,106,Canada,New Hampshire,New Derek
564,Jessicatown University,1894,337,China,Arizona,Port Olivia
565,North Christopherburgh University,1859,1893,USA,Delaware,Donnachester
566,Walkermouth University,1977,824,USA,Kentucky,Adamsstad
567,New Henry University,1899,1824,China,Louisiana,Port Sean
568,Underwoodburgh University,1881,1735,Japan,Montana,Graceview
569,Bentleyborough University,1965,1855,India,Colorado,Nelsonberg
570,Port Daniellefurt University,2025,718,Germany,Washington,Collinsstad
571,North Karenland University,1890,1096,Germany,Nevada,Christopherburgh
572,Millsside University,2021,208,Germany,New Jersey,New Jennifer
573,North Kristinamouth University,1970,798,UK,Florida,West Samantha
574,Baxterberg University,1885,946,Germany,Illinois,Steinburgh
575,New Jeremy University,1930,1014,Brazil,Utah,Lake Michael
576,Montgomeryton University,1872,344,China,Nebraska,Lake Rogerstad
577,New Jermaine University,2023,253,UK,New Jersey,Michaelbury
578,West Christopher University,1883,18,India,Wyoming,West Davidton
579,South Davidstad University,1908,1514,Canada,Missouri,New Staceyside
580,Heatherfurt University,1997,464,France,Alaska,Torreshaven
581,Rayland University,1888,1421,Australia,Louisiana,Christinaton
582,Johnsonstad University,1896,1007,France,Iowa,Mooreport
583,Collinsmouth University,1979,148,Canada,Massachusetts,New Paige
584,Lake Amyshire University,2001,1083,Canada,Maryland,Port Stephaniehaven
585,Port Katherine University,2003,1990,India,Idaho,Hansenhaven
586,Lake Angelaburgh University,1901,662,Germany,Missouri,Port Brian
587,Hendersonberg University,1877,1969,Germany,Massachusetts,Youngview
588,West Kendra University,1885,1062,UK,Tennessee,Wrightshire
589,Anthonyview University,1980,1102,Australia,Utah,Hughesshire
590,Kevinland University,1892,229,Germany,Idaho,Andersonfurt
591,Port Kathyfort University,1869,107,Brazil,New Jersey,Ericport
592,South Benjaminside University,1938,473,China,West Virginia,New Troy
593,Williamview University,1957,1365,USA,Minnesota,North Rebeccaberg
594,Lisaport University,1994,1852,Germany,Idaho,Martinezland
595,Kimtown University,1943,1385,Canada,Kansas,North Scottborough
596,Kimberlyborough University,1897,634,China,New Mexico,Austinmouth
597,Josephmouth University,1939,155,China,Arizona,East Charlesfort
598,East Jasmineville University,1961,733,France,Connecticut,Paulfurt
599,Port Michael University,1866,864,Japan,Kentucky,Lisaport
600,Tuckerhaven University,1966,113,Japan,Minnesota,Salasshire
601,New Samuelfurt University,1856,1837,Brazil,Maryland,New Melissa
602,Steveton University,1863,365,France,Oregon,Tonyafurt
603,Jonesland University,1925,89,Canada,Massachusetts,New David
604,North Ryan University,1950,1492,USA,New Mexico,Ballhaven
605,Stefanieville University,1937,955,Germany,Connecticut,Meyerstad
606,Kimberlyhaven University,1871,1806,Australia,California,New Stephanie
607,West Laura University,1909,1855,Canada,Nebraska,Port Edwardstad
608,North John University,1992,269,UK,Michigan,East Ashleyborough
609,Hawkinsfort University,2025,1736,India,Wisconsin,East Tracyberg
610,Nicholaschester University,1995,1661,India,Montana,Ashleystad
611,Lake Geraldtown University,1921,82,Japan,Massachusetts,Jasonton
612,New Lauren University,1921,1387,USA,North Dakota,North Tracy
613,North Jeffrey University,1940,982,Australia,Massachusetts,North Peter
614,Port Kenneth University,1944,1519,China,Montana,East Christopher
615,North Gina University,2015,355,USA,Indiana,West Chelsea
616,Markshire University,1945,767,USA,Idaho,Wheelerville
617,Smithburgh University,1881,634,China,West Virginia,North Evelynville
618,North Christina University,1859,369,Brazil,New Hampshire,East Caitlinport
619,West Ashleyside University,1898,505,France,Texas,Colemanview
620,Port Wanda University,1952,1385,Brazil,Vermont,West Raymond
621,South Brianshire University,1981,402,India,Louisiana,Porterberg
622,Port Keithberg University,1968,1744,France,Ohio,Richardside
623,Rogersville University,2012,26,France,Missouri,East Heidichester
624,South Nathanland University,1899,1724,France,South Carolina,Gonzalesland
625,Markland University,1887,1362,Australia,Maine,Port Alanview
626,Dalestad University,1860,37,Germany,West Virginia,Erinfurt
627,Hayesport University,2019,360,India,New York,Lake Stephen
628,East Kimberlychester University,1922,1593,India,Nevada,West Tylershire
629,Lake Susanview University,1850,742,Japan,Arkansas,Lukestad
630,Lake Margaret University,2014,594,France,Alaska,Kerrland
631,North Davidfurt University,1882,1717,Canada,Indiana,Crystalmouth
632,Port Catherineview University,1905,1222,China,Florida,Mcmillanport
633,East Latashamouth University,1896,1709,China,Rhode Island,Watkinsmouth
634,Schneiderstad University,1909,1413,Japan,Colorado,Richardsonview
635,North Kennethborough University,1856,63,India,Minnesota,Lake Nicholas
636,New Justinshire University,1855,1695,UK,Ohio,Leetown
637,West Deniseburgh University,1983,1162,Germany,New Hampshire,Rhondaborough
638,Paulburgh University,2021,1717,UK,Maine,Travismouth
639,Williamsburgh University,1984,1604,Australia,Washington,Lake Colleenfort
640,Nathanton University,1898,17,Japan,Georgia,Millerfurt
641,New Emily University,1915,1673,Germany,Rhode Island,Port Jimmy
642,Robinsonfort University,1948,1889,UK,Missouri,East Kelly
643,East Maria University,2023,1417,Australia,Idaho,South Becky
644,Nicoleburgh University,1975,1858,France,Alabama,North Williamland
645,Lopezchester University,1987,1628,Japan,Utah,New Tiffanytown
646,West Scott University,1938,1873,France,Alaska,Sanchezchester
647,Brittneyfort University,1952,927,India,Idaho,East Cynthia
648,Nixontown University,1918,603,Germany,Nevada,Jasonfort
649,Holtborough University,1890,379,Canada,Vermont,New Timothy
650,Trevinohaven University,2015,1796,USA,Nevada,Yolandafurt
651,Lake Carla University,1886,1921,China,Georgia,Port Michelle
652,Jeffside University,1968,120,China,Virginia,Amandahaven
653,Port Heather University,1851,1650,Brazil,Kentucky,Huynhview
654,South Patrickview University,1875,1781,Japan,Alabama,Port Jeffreyburgh
655,Nicolehaven University,1888,1457,France,North Carolina,North Erinhaven
656,Smithside University,1899,1007,USA,New Jersey,Lake Reneefort
657,East Victoria University,1994,673,Canada,Ohio,Lake Brandonville
658,Victoriaborough University,1915,1105,China,Minnesota,Craigfurt
659,Port Chadview University,1901,1365,Australia,Montana,Port Eric
660,West Josephmouth University,1928,1823,Japan,Wisconsin,Brownton
661,North Andrea University,1875,1721,UK,Arkansas,Port Tiffanyshire
662,New Margaretside University,1978,1436,UK,Delaware,Wilsonburgh
663,Lake Jamie University,1951,650,India,Wyoming,Port Renee
664,Matthewport University,1981,1771,India,Utah,East Alan
665,Amandatown University,1869,210,USA,California,Pottermouth
666,Hallhaven University,1960,1595,USA,Arkansas,New Angela
667,Powersport University,1883,227,UK,South Carolina,South Nicole
668,North Rebecca University,2015,171,China,Idaho,Port Johnnystad
