course_id,dept_id,name,credits,description
425,2114,Physical Chemistry,1,This is the Physical Chemistry course offered by department 2114.
426,2869,Artificial Intelligence,3,This is the Artificial Intelligence course offered by department 2869.
427,2096,Organic Chemistry,4,This is the Organic Chemistry course offered by department 2096.
428,2458,Operating Systems,1,This is the Operating Systems course offered by department 2458.
429,4084,Software Engineering,5,This is the Software Engineering course offered by department 4084.
430,2922,Algorithms,3,This is the Algorithms course offered by department 2922.
431,2309,Software Engineering,5,This is the Software Engineering course offered by department 2309.
432,2439,Physical Chemistry,5,This is the Physical Chemistry course offered by department 2439.
433,2744,Computer Networks,2,This is the Computer Networks course offered by department 2744.
434,711,Introduction to Programming,5,This is the Introduction to Programming course offered by department 711.
435,2279,Operating Systems,2,This is the Operating Systems course offered by department 2279.
436,3259,Calculus,5,This is the Calculus course offered by department 3259.
437,3846,Machine Learning,4,This is the Machine Learning course offered by department 3846.
438,4850,Database Systems,5,This is the Database Systems course offered by department 4850.
439,2015,Database Systems,2,This is the Database Systems course offered by department 2015.
440,3781,Algorithms,3,This is the Algorithms course offered by department 3781.
441,4339,Data Structures,5,This is the Data Structures course offered by department 4339.
442,2484,Artificial Intelligence,2,This is the Artificial Intelligence course offered by department 2484.
443,1222,World History,3,This is the World History course offered by department 1222.
444,539,Algorithms,2,This is the Algorithms course offered by department 539.
445,1873,Macroeconomics,5,This is the Macroeconomics course offered by department 1873.
446,4503,Introduction to Programming,4,This is the Introduction to Programming course offered by department 4503.
447,2234,English Literature,3,This is the English Literature course offered by department 2234.
448,2873,Microeconomics,3,This is the Microeconomics course offered by department 2873.
449,1365,Operating Systems,3,This is the Operating Systems course offered by department 1365.
450,130,Software Engineering,4,This is the Software Engineering course offered by department 130.
451,730,Digital Marketing,2,This is the Digital Marketing course offered by department 730.
452,1398,Machine Learning,3,This is the Machine Learning course offered by department 1398.
453,96,English Literature,3,This is the English Literature course offered by department 96.
454,4586,Macroeconomics,3,This is the Macroeconomics course offered by department 4586.
455,4342,Microeconomics,1,This is the Microeconomics course offered by department 4342.
456,2004,Introduction to Programming,1,This is the Introduction to Programming course offered by department 2004.
457,1388,Machine Learning,3,This is the Machine Learning course offered by department 1388.
458,4287,Software Engineering,1,This is the Software Engineering course offered by department 4287.
459,487,Machine Learning,3,This is the Machine Learning course offered by department 487.
460,395,Algorithms,5,This is the Algorithms course offered by department 395.
461,3100,English Literature,2,This is the English Literature course offered by department 3100.
462,272,Operating Systems,3,This is the Operating Systems course offered by department 272.
463,294,Linear Algebra,5,This is the Linear Algebra course offered by department 294.
464,4496,Introduction to Programming,2,This is the Introduction to Programming course offered by department 4496.
465,3248,Artificial Intelligence,4,This is the Artificial Intelligence course offered by department 3248.
466,4238,Computer Networks,5,This is the Computer Networks course offered by department 4238.
467,4156,Calculus,1,This is the Calculus course offered by department 4156.
468,4029,Database Systems,2,This is the Database Systems course offered by department 4029.
469,1180,Machine Learning,4,This is the Machine Learning course offered by department 1180.
470,4869,Microeconomics,2,This is the Microeconomics course offered by department 4869.
471,323,Macroeconomics,3,This is the Macroeconomics course offered by department 323.
472,500,World History,3,This is the World History course offered by department 500.
473,3931,Digital Marketing,5,This is the Digital Marketing course offered by department 3931.
474,1425,Computer Networks,4,This is the Computer Networks course offered by department 1425.
475,4211,Computer Networks,2,This is the Computer Networks course offered by department 4211.
476,1041,Algorithms,1,This is the Algorithms course offered by department 1041.
477,265,World History,1,This is the World History course offered by department 265.
478,1931,World History,4,This is the World History course offered by department 1931.
479,1274,Artificial Intelligence,5,This is the Artificial Intelligence course offered by department 1274.
480,4547,World History,1,This is the World History course offered by department 4547.
481,2117,World History,5,This is the World History course offered by department 2117.
482,81,Linear Algebra,5,This is the Linear Algebra course offered by department 81.
